"Удобный,быстрый Батарея УЖАСНЫЙ телефон!Во-первых он начал глючить через месяц после покупки.Начали сами удаляться приложения,не видел карту памяти,при зарядке и использование телефона аккумулятор в то же время,телефон  все равно садился.После прошивки телефона примерно месяца 1,5 он исправно работал,но потом начала чудить батарея!То  заряд 60%,через короткое время она садится,телефон отключается,а когда начинаешь заряжать,заряд показывает 80%!",1.0
"Дешевый Нет гарантийного обслуживания Через пол года вздулась батарея и стал отвратительно работать сенсорный экран. Сдал по гарантии, через месяц вернули с диагнозом: Снят с гарантии в связи с механическим повреждением АКБ. На телефоне ни царапины, эксплуатировал бережно, не ронял. В итоге - выброшенные на ветер деньги, никогда больше не куплю Fly и вам не советую!",1.0
"Четкая IPS матрица, мощный процессор MTK, отличный звук, габариты (не лопата), тонкий, заводская плёнка, 2 micro sim. Не съёмная АКБ, маленькая ёмкость АКБ, всего 512 ОЗУ из них половину ест OC Android Изначально был доволен как слон, но деградация АКБ очень быстрая, поэтому спустя 4 месяца пользования мне приходится заряжать его каждые 4 часа. Также нехватка ОЗУ сильно ощутима, и поиграть в такие игры как WOT Blitz комфортно не удаётся - делаем бой без лагов, после каждого боя перезапускаем игру, ибо ОЗУ не хватает. Если нужна болен менее мощная звонилка и для работы, он идеален. Любителям тяжёлых игр надо искать, что то подобное этому с более емким АКБ и ОЗУ от 1GB.",3.0
"Дизайн, удобство пользования. Второй раз за пол года пользования теряется связь. Придётся снова сдавать в ремонт. Крайне не надежен.  —",3.0
"На внешний вид конечно выглядит достойно и многообещяюще. Доступная цена, тонкий и что очень приятно - удобно ложится по ладони. Что касается минусов, так это слабый для токой производиьельной модели аккамулятор. По первости телефон работал без перебоев, жалоб никаких не возникало. Потом со временем ухудшилась скорость работы телефона и с каждым днем работать с нии было все труднее. Сейчас приходится перезагружать 3-4 раза в день. Иногда телефон сам перезагружается. Смотрел в настройках автоперезагрузки - ничего не установлено. Приложений на телефоне по минимуму:  Textra (СММки), приложение для вызовов, игры 2048 и Clash of clansh.
Так же при покупке был установлен антивирусник Доктор Веб. Если сталкивались с токой проблемой и нашли решение - просьба рассказать. Заранее спасибо Вам. В общем концепция хорошая, но мои неполадки с ним меня сильно разочаровали в его комфортабельности в использовании.",3.0
"цена,размер не успела рассмотреть недостатки через месяц треснул экран... ремонт сказали будет 3000руб. так и лежит теперь пылится",3.0
"Цена, матовый корпус, 3G, процессор Экран очень тонкий, провисают игры, частые зависания и др. Покупал   в июне 2014, сначала был доволен, потом через 2 месяца перестал работать сенсор, экран отошел, я на него надавал, чтобы он встал наместо, и он треснул и перестал работать вообще. В ремонте сделали новый экран ( за 2000 ), все работало отлично, через 4 месяца сгорела материнская плата, понес в гарантийный сервис, там отказались чинить, т.к гарантия вышла. Оказывается гарантия на него была полгода, а в магазине заявили что 1 год. Я отнес его в сервис, оказывается сгорела материнская плата (это такая деталь, которая отвечает за все остальные детали), вот уже месяц не могут починить, не могут найти нужные детали. Скорее всего уже не отремонтируют. Очень разачарован. Больше телефоны фирмы Fly покупать никогда не буду.",2.0
"вообщем телефон не плох, тянет множество приложений давольно таки быстрый смартфон, сенсор отличный, удобный в руке. батарея слабая ну и камера хоть и 5 но хотелось бы и побольше. также и фронтальная телефон очень хороший хожу с ним 8 месяцев не глючит не чего все устраивает",3.0
"тонкий легкий экран,камера ,динамик хорош только внешне",3.0
"Цена, удобство в ладони, стильный за такие деньги ПО и железо не видит состояние батареи, камера явно не 5, а 2 мПх Оценка на 2 данного аппарата. Сам по себе устанавливает звонок на обычный вместо установленного на улице. Не присваивает МР мелодии на абонента. Показывает состояние батареи 70% может показать и 45%, а через час он уже в ауте. Приходиться заряжать. Скажу сразу приложениями не балуюсь, все энергожрущие ""местоположение"",  WI FI , и прочее отключено. В таких условиях работает 3-4 дня, при разговорах в среднем 10-20 мин в день.
Сдала в салон на экспертизу т.к. через 3-4 звонка вообще стал вырубаться хотя зарядка 85-90%. Затем вырубился и больше не включается. Думаю проблема в железе и ПО, т.к. адекватно не видит состояние батареи",2.0
яркий экран стильный неплохая производительность мало оперативной памяти .батарея маловата.глючный проработал 5 месяцев  и здох,2.0
" —  — Ширяев Валерий Анатольевич - 68sdfsdf68.blogspot.com
Телефон Fly IQ 4415, с размером экрана 4,5 дюйма - хороший и цена устраивает (я брал за 4990 руб в августе 2014 в СПБ), но имеет 3 больших недостатка: 
1.	Аккумулятор встроенный, припаянный. Если его менять, то надо обращаться к специалистам. Стоимость нового аккумулятора 1500 с гаком. Плюс за замену с пайкой. И выйдет почти половина стоимости телефона!!! 
2.	Две симки и обе - мини. В магазине хотел поставить свою, а не тут-то было. Размер другой. Нормальная сим-карта сюда не подходит. Продавец предложил за 300 руб уменьшить размер моей нормальной симки в ненормальную – мини. Одним щелчком на ручном штампе, типа пломбира. Но я сделал это дома ножницами. Бесплатно. Все получилось. Хотя при таких крупных покупках могли бы и бесплатно щелкнуть этим штампиком!
3.	Замудрили с установкой своих, не заводских мелодий на звонок, на СМС и др. Чтобы установить свою мелодию звонка или СМС нужно создать в карте памяти телефона папки: dcim / media/ audio/ alarms (будильник),
dcim /media/audio/notifications (события, СМС)
dcim /media/audio/ringtones (звонки)
dcim /media/audio/ui (звуки интерфейса) Закачать туда свои песни, мелодии и оттуда они уже без проблем ставятся, удаляются, копируются и т.д  Можно конечно легко и просто выбрать и установить заводскую мелодию, которых в телефоне более 40 шт, но все какие-то убогие и почти однотипные.
А вот следующая модель Fly IQ с уже большим размером дисплея 5",2.0
"тонкий, симпатичный пожалуй и все после 2 мес. использования начали появляться полосы белые на экране и ни на что не реагировал, зависал частенько, что довольно таки странно для нового телефона. Купила себе подарок на день рождения, а точнее кучу проблем! Сдала в ремонт, там поменяли основную плату, получается был производственный брак. После ремонта нет вообще звука и к тому же не горят на панели кнопки)) Батарея садится действительно быстро. Заряжать нужно каждый день. В игры не играю, только использовала для звонков и инета. Разочарована ОООЧЕНЬ. Трата денег. Оригинальный чехол-кейс очень проблематично найти. Теперь не знаю, что с ним и делать.Попытаюсь вернуть  деньги за телефон. Да что касается звука - тихий, динамик на задней панели, поэтому плохо  слышно когда лежит в кармане. Да и когда разговариваешь собеседника не так уж и хорошо слышно,на улице приходится прислушиваться. При покупке телефона сначала изучите отзывы, читайте недостатки и отрицательные отзывы, и будете иметь представления хоть какое-то о выбираемом товаре.Я не верила и убедилась все что в отзывах было написано  правда. У многих одни и те же проблемы. И не полагайтесь особо на консультантов, сказали телефон нормальный. С виду да))) Больше времени потратьте на изучение предполагаемой покупки, чтобы она вас радовала а не разочаровывала. Не советую!!!",1.0
"цена и буквы на коробке звук плавает, но это мелочи РЕАЛЬНЫЙ ОГРОМНЫЙ НЕДОСТАТОК - БАТАРЕЯ и ""поддержка"" производителя Жаль так бездарно потраченных денег, но если вы готовы, что в самый неподходящий момент вдруг останетесь без связи то дерзайте. Батарея показывает 30 или 50 или вообще был случай при 78% заряда просто отключился телефон, более того даже если вы поставите его на зарядку минут 15 все-равно его невозможно включить как будто батарея в глуоком разряде",1.0
"IPS экран, и всё! Сам телефон. В магазине поюзал, поковырялся в нем, и ничего достойного не нашел! Смысл четырех ядер при оперативке 512 мб? За эти деньги камеру можно было бы и на 8 мр влепить. Батарея на 1650 ма/ч для 4.5 дюймового экрана, тем более IPS совсем подкоп =D Часа 3-4 при ви-фи включенном поработал бы.. Вообщем та же трубка, что и explay vega, тока начинкой чуть хуже и дороже..))))))",1.0
"Цена, процессор Батарея, Тачскрин Телефон тонкий, соответственно гнется. и в следствии этому треснул тачскрин. Заменил тачскрин и через неделю опять треснул. Зачем делать такой телефон если при сгибе(когда в кармане носешь) тачскрин трескается?
В целом телефон нормальный если тоскать его на шее)))",3.0
"Качественная задумка, адекватная цена, классный для такой ценовой категории дисплей. Нестабильность, ""спрессованность"". Полгода его юзал. Красивый, нетормозящий, потрясающий телефон. Кушает микросимки. При ударах с небольшой высоты отключался самопроизвольно (иногда и без ударов и других причин). Сделав даже самую незначительную трещину, перестаёт работать весть тачскрин. Последний, кстати, слегка неадекватен. Отсутствует диспетчер задач. Имеются проблемы со звуком, тонкой и чёткой настройки нет: если начать с нуля до пятнадцати, начало диапазона будет тихим, если с большего по меньшее, он и на самой меньшей громкости будет орать. Ненадёжно крепится зарядка, и использовать его во время зарядки, ад кромешный.
Очень ненадёжный телефон, однако, ненадёжность обусловлена дизайном и функционалом. Если Вам нужна стильная звонилка и отсутствуют кривые руки, берите.Я же рад, что разбил его и хожу с Nokia 3510i.",3.0
"Цена Батарее для такого процессора убогая, если учесть работу по вайфай совсем смешно. Ерунда",1.0
"Камера, GPS и fm-трансмиттер Лагает и тормозит нещадно, после года использования отвалилась медиа-кнопка. Качество сборки просто ужасное, отходил год и сразу навернулся шлейф экрана - пришлось менять, отдал три тысячи. За три месяца до этого сдохло радио, по гарантии менять не стал. Потом начал дико тупить. То пропадал звук при звонке, то не срабатывал вибромоторчик. Стал периодически терять сеть.В общем качество сборки никакое, Эрогономика ужасная, хотя потом привык. возможно потому что купил практически сразу после выхода модели. Да, и на кой черт нужны эти сменные панельки? В общем никакой аппарат.",2.0
"Камера, GPS и fm-трансмиттер Лагает и тормозит нещадно, после года использования отвалилась медиа-кнопка. Качество сборки просто ужасное, отходил год и сразу навернулся шлейф экрана - пришлось менять, отдал три тысячи. За три месяца до этого сдохло радио, по гарантии менять не стал. Потом начал дико тупить. То пропадал звук при звонке, то не срабатывал вибромоторчик. Стал периодически терять сеть.В общем качество сборки никакое, Эрогономика ужасная, хотя потом привык. возможно потому что купил практически сразу после выхода модели. Да, и на кой черт нужны эти сменные панельки? В общем никакой аппарат.",2.0
"Удобно лежит в руке. Для своего времени производтсва - неплохие снимки фото в дневных условиях. Телефон пару раз падал на асфальт, несколько раз - на пол. Как обычно для Нокии - кроме нескольких царапин на кропусе аппарату проблем это не доставило. Стандартные неплохие возможности Nokia по подключению к ПК. Все. Ужасные тонкие фнукциональные кнопки, с которых зеленый и красный цвета поистирались где-то за 4-5 месяцев практически полностью. Телефон стал глючить где-то через 6-8 месяцев использования средней умеренности - самопроизвольно периодически начинает менять фоновые цвета, мигать, вибрировать. На дисплее появился дефект - неровное пятно с целой кучей битых пикселей, которое казалось можно вылечить только заменой дисплея. Купил дисплей, а когда через 2-3 месяца дошли руки до того, чтобы заняться его заменой, битые пиксели прошли. Но раздражение осталось. Дряной телефон. Супруга, которой я его купил в подарок, недовольна. Не знаю для кого он подходит.",2.0
"Удобно лежит в руке. Для своего времени производтсва - неплохие снимки фото в дневных условиях. Телефон пару раз падал на асфальт, несколько раз - на пол. Как обычно для Нокии - кроме нескольких царапин на кропусе аппарату проблем это не доставило. Стандартные неплохие возможности Nokia по подключению к ПК. Все. Ужасные тонкие фнукциональные кнопки, с которых зеленый и красный цвета поистирались где-то за 4-5 месяцев практически полностью. Телефон стал глючить где-то через 6-8 месяцев использования средней умеренности - самопроизвольно периодически начинает менять фоновые цвета, мигать, вибрировать. На дисплее появился дефект - неровное пятно с целой кучей битых пикселей, которое казалось можно вылечить только заменой дисплея. Купил дисплей, а когда через 2-3 месяца дошли руки до того, чтобы заняться его заменой, битые пиксели прошли. Но раздражение осталось. Дряной телефон. Супруга, которой я его купил в подарок, недовольна. Не знаю для кого он подходит.",2.0
"Удобный телефон. Когда осваиваются все функции становится очень легко и просто работать с ним. Отличная камера. 5 Мп, наверное никто и не сомневается. Камеру можно открыть, отодвинув защитную ширму. Покупке была очень рада и ходила счастливая в течение 1-го года. А потом.... ...началось самое интересное. Однажды перестала работать клавиатура, она просто не отвечала на мои команды. Пришлось поменять. Это было примерно 1 год назад. А сейчас появилась новая проблема - экран постоянно переворачивается при малейшем прикосновении к телефону, причем, происходит это периодично. Он может неожиданно включить камеру и лежать так какое-то время, а потом обнаружится с полностью разряженной батарей. В итоге, я теперь не выхожу из дома без дополнительных батарей к телефону и много времени трачу, чтобы привести его в чувство после его ""переворотов"". Телефон классный, но на 2 года максимум.",3.0
"Удобный телефон. Когда осваиваются все функции становится очень легко и просто работать с ним. Отличная камера. 5 Мп, наверное никто и не сомневается. Камеру можно открыть, отодвинув защитную ширму. Покупке была очень рада и ходила счастливая в течение 1-го года. А потом.... ...началось самое интересное. Однажды перестала работать клавиатура, она просто не отвечала на мои команды. Пришлось поменять. Это было примерно 1 год назад. А сейчас появилась новая проблема - экран постоянно переворачивается при малейшем прикосновении к телефону, причем, происходит это периодично. Он может неожиданно включить камеру и лежать так какое-то время, а потом обнаружится с полностью разряженной батарей. В итоге, я теперь не выхожу из дома без дополнительных батарей к телефону и много времени трачу, чтобы привести его в чувство после его переворотов. Телефон классный, но на 2 года максимум.",3.0
"В целом телефон работал не плохо, не глючил, навигатор часто выручал(карты сам устанавливал и гармин т.к. штатная навигация - издевательство)
фм передатчик радовал Через 1,5 года после покупки не с того не с сего полетела флеш память, в сервисе сказали, что е менять только с процессором, а процессор с платой, в общем не имеет смысла. На запчасти больше чем за 30 дол не заберут.  —",2.0
"В целом телефон работал не плохо, не глючил, навигатор часто выручал(карты сам устанавливал и гармин т.к. штатная навигация - издевательство)фм передатчик радовал Через 1,5 года после покупки не с того не с сего полетела флеш память, в сервисе сказали, что е менять только с процессором, а процессор с платой, в общем не имеет смысла. На запчасти больше чем за 30 дол не заберут.  —",2.0
